row_id,arm,supervision,scene,n_px_scored,n_anom,roc_auc,pr_auc,precision,recall,f1,status,note
rx_8feat,rx_8feat,unsupervised,ang20210614t141018_36,441,41,0.9484756097560971,0.7062448083132006,0.010009765624999998,1.0,0.019821126420111187,ok,
rx_8feat,rx_8feat,unsupervised,ang20210614t141018_37,417,17,0.7305882352941158,0.2966447234259987,0.001670673006051767,1.0,0.003335773026154422,ok,
rx_8feat,rx_8feat,unsupervised,ang20210614t141018_38,408,8,0.414999999999999,0.005633111359455305,0.0008,1.0,0.001598721023181455,ok,
vqc,vqc,supervised,ang20171012t194435_23,474,74,0.48847972972972725,0.029633150222359426,0.015290282921890415,1.0,0.03012002218298931,ok,
vqc,vqc,supervised,ang20171012t194435_24,411,11,0.8442045454545464,0.010754799322419746,0.00703639736454935,1.0,0.013974464841516864,ok,
vqc,vqc,supervised,ang20171012t194435_25,452,52,0.35365384615384765,0.009959510142859571,0.0126953125,1.0,0.02507232401157184,ok,
vqc,vqc,supervised,ang20171012t194435_26,414,14,0.4022321428571426,0.08960294016233462,0.00341796875,1.0,0.006812652068126521,ok,
vqc,vqc,supervised,ang20171012t194435_27,427,27,0.26898148148148254,0.00757611666582731,0.006608208496320514,1.0,0.013129653504796885,ok,
vqc,vqc,supervised,ang20171012t194435_28,443,43,0.35941860465116426,0.056034140489486406,0.010498046875000002,1.0,0.020777965692196185,ok,
vqc,vqc,supervised,ang20171012t194435_29,458,58,0.40321120689654943,0.05304951548247863,0.01416015625,1.0,0.027924891670678863,ok,
vqc,vqc,supervised,ang20171012t194435_30,424,24,0.18244791666666546,0.0034742249107225943,0.005859374999999999,1.0,0.011650485436893203,ok,
vqc,vqc,supervised,ang20171012t194435_31,434,34,0.2775367647058835,0.03630429254939653,0.00830078125,1.0,0.01646489104116223,ok,
vqc,vqc,supervised,ang20171012t194435_32,456,56,0.19580357142857088,0.008015068622758404,0.013671875000000003,1.0,0.026974951830443166,ok,
vqc,vqc,supervised,ang20171012t194435_33,469,69,0.42570652173913104,0.05754666961635278,0.017226776152399547,1.0,0.03387008001806404,ok,
vqc,vqc,supervised,ang20171012t194435_35,429,29,0.5365086206896553,0.011663565559677186,0.007080078124999998,1.0,0.014060606060606056,ok,
vqc,vqc,supervised,ang20191004t185054_22,446,46,0.43005434782608865,0.00912622060931207,0.009387755102040816,1.0,0.018600889607763852,ok,
vqc,vqc,supervised,ang20191004t185054_23,412,12,0.9567708333333333,0.13134055583697607,0.0029296874999999987,1.0,0.005842259006815966,ok,
vqc,vqc,supervised,ang20191004t185054_24,453,53,0.4415566037735855,0.08189502616583728,0.012337849808886704,0.9433962264150944,0.02435715381786207,ok,
vqc,vqc,supervised,ang20191004t185054_25,440,40,0.14624999999999877,0.005542601761389269,0.00857662355483893,0.875,0.016986745485165718,ok,
vqc,vqc,supervised,ang20191004t185054_26,439,39,0.2787820512820507,0.006156564295369541,0.007864891003670693,0.8205128205128205,0.01558043827285973,ok,
vqc,vqc,supervised,ang20191004t185054_27,651,251,0.5864990039840656,0.18803748307350648,0.0436238854462322,0.952191235059761,0.08342568917822206,ok,
vqc,vqc,supervised,ang20191004t215336_11,435,35,0.2613928571428584,0.0055664540402293496,0.008302808302808301,0.9714285714285714,0.016464891041162225,ok,
vqc,vqc,supervised,ang20191004t215336_12,430,30,0.6414583333333331,0.014762117465921166,0.007324218750000003,1.0,0.014541929229277757,ok,
vqc,vqc,supervised,ang20191004t215336_13,445,45,0.40180555555555586,0.00940077321130574,0.011406077582548172,0.9555555555555556,0.022543067744539864,ok,
vqc,vqc,supervised,ang20210614t141018_32,470,70,0.6425178571428566,0.12392987327348609,0.008095386786015797,0.8,0.016028576662392376,ok,
vqc,vqc,supervised,ang20210614t141018_33,418,18,0.7881250000000005,0.5810967692377648,0.004113004807074369,0.8888888888888888,0.008188122105370899,ok,
vqc,vqc,supervised,ang20210614t141018_34,417,17,0.602279411764708,0.3561038392272294,0.003916958041423055,0.9411764705882353,0.0078014482657319546,ok,
vqc,vqc,supervised,ang20210614t141018_35,426,26,0.5703846153846182,0.01158560019765937,0.0066865032931028735,0.9615384615384616,0.013280653408147684,ok,
vqc,vqc,supervised,ang20210614t141018_36,441,41,0.6424999999999992,0.06685040621848623,0.00858835792674269,0.7560975609756098,0.016983800330773204,ok,
vqc,vqc,supervised,ang20210614t141018_37,417,17,0.3289705882352919,0.002252219311978123,0.0016790753628284317,1.0,0.003352521589252998,ok,
vqc,vqc,supervised,ang20210614t141018_38,408,8,0.7839062499999985,0.002918230769307392,0.0008510203734277399,1.0,0.0017005935071339898,ok,
qae,qae,unsupervised,ang20171012t194435_23,474,74,0.6801689189189177,0.14619639040818447,0.015102040816326531,1.0,0.029754724567752314,ok,
qae,qae,unsupervised,ang20171012t194435_24,411,11,0.4188636363636373,0.0025327584542198796,0.0026855468749999996,1.0,0.005356708059410761,ok,
qae,qae,unsupervised,ang20171012t194435_25,452,52,0.45240384615384743,0.01334711840459904,0.011971658929880283,0.9423076923076923,0.023642943305186973,ok,
qae,qae,unsupervised,ang20171012t194435_26,414,14,0.6912499999999994,0.019859473272876384,0.00341796875,1.0,0.006812652068126521,ok,
qae,qae,unsupervised,ang20171012t194435_27,427,27,0.5716666666666679,0.015857644789939833,0.006591796875,1.0,0.01309725927722532,ok,
qae,qae,unsupervised,ang20171012t194435_28,443,43,0.5947674418604667,0.019673538937488275,0.010498046875000002,1.0,0.020777965692196185,ok,
qae,qae,unsupervised,ang20171012t194435_29,458,58,0.5391379310344803,0.015931793540828736,0.013678553981436248,0.9655172413793104,0.02697495183044316,ok,
qae,qae,unsupervised,ang20171012t194435_30,424,24,0.4207291666666653,0.00778259790596253,0.005859374999999999,1.0,0.011650485436893203,ok,
qae,qae,unsupervised,ang20171012t194435_31,434,34,0.43220588235294277,0.009815700453230427,0.00805860805860806,0.9705882352941176,0.015984499878905305,ok,
qae,qae,unsupervised,ang20171012t194435_32,456,56,0.6577232142857135,0.044266752804329984,0.013671875000000003,1.0,0.026974951830443166,ok,
qae,qae,unsupervised,ang20171012t194435_33,469,69,0.6292028985507259,0.041072750698246216,0.016845703125,1.0,0.033133253301320525,ok,
qae,qae,unsupervised,ang20171012t194435_35,429,29,0.848793103448276,0.03490471364943289,0.007080078124999998,1.0,0.014060606060606056,ok,
qae,qae,unsupervised,ang20191004t185054_22,446,46,0.21907608695652298,0.005746764986318742,0.009411061884892484,1.0,0.01864663909531372,ok,
qae,qae,unsupervised,ang20191004t185054_23,412,12,0.2579166666666668,0.001971956895668467,0.0029296874999999987,1.0,0.005842259006815966,ok,
qae,qae,unsupervised,ang20191004t185054_24,453,53,0.3702830188679252,0.014439332531199027,0.012939453125,1.0,0.02554832489756568,ok,
qae,qae,unsupervised,ang20191004t185054_25,440,40,0.7339374999999991,0.04559493201845777,0.009765625,1.0,0.019342359767891684,ok,
qae,qae,unsupervised,ang20191004t185054_26,439,39,0.3377564102564096,0.0068701955262060336,0.009521484375,1.0,0.018863361547763,ok,
qae,qae,unsupervised,ang20191004t185054_27,651,251,0.6981972111553802,0.11584199806470727,0.04462222222222222,1.0,0.08543226684819606,ok,
