scene,dataset,detector,standardized,n_px,n_anom,anom_frac,roc_auc,pr_auc,precision,recall,f1,runtime_s,peak_rss_mb,components,status,note
abu-airport-3,abu,kernel_rx,True,10000,170,0.017,0.9465630423074621,0.2741620861072366,0.0443441317047265,0.9823529411764705,0.08485772357723577,1.504224066993629,314.790417,,ok,
abu-airport-3,abu,crd,True,10000,170,0.017,0.9244832744898569,0.27061197266876896,0.029043478260869567,0.9823529411764705,0.05641891891891892,48.02415569400182,1075.604107,,ok,
abu-airport-3,abu,fused,True,10000,170,0.017,0.896420920351864,0.23126997397118432,0.027612433862433863,0.9823529411764705,0.05371502090704407,0.556649586003914,233.878723,ace+rx+spatial,ok,
abu-airport-4,abu,global_rx,True,10000,60,0.006,0.953911804158283,0.21194365341652882,0.02120141342756184,1.0,0.041522491349480974,0.15449125699524302,62.088934,,ok,
abu-airport-4,abu,local_rx,True,10000,60,0.006,0.9698809523809523,0.08986846079922976,0.07487309644670051,0.9833333333333333,0.1391509433962264,0.3414772450050805,233.836524,,ok,
abu-airport-4,abu,kernel_rx,True,10000,60,0.006,0.9674295774647887,0.1442789321769091,0.06002034587995931,0.9833333333333333,0.1131351869606903,1.441243046996533,312.438419,,ok,
abu-airport-4,abu,crd,True,10000,60,0.006,0.9736871227364184,0.10456123172546548,0.07203907203907203,0.9833333333333333,0.13424345847554037,43.63666095300141,1054.787795,,ok,
abu-airport-4,abu,fused,True,10000,60,0.006,0.9495682427900738,0.1781865090689909,0.017332549941245595,0.9833333333333333,0.03406466512702079,0.5397970400008489,233.877614,ace+rx+spatial,ok,
abu-beach-1,abu,global_rx,True,22500,19,0.0008444444444444444,0.9794633597025793,0.44242771783069595,0.0027704870224555265,1.0,0.005525665261014977,0.1647502740015625,136.414122,,ok,
abu-beach-1,abu,local_rx,True,22500,19,0.0008444444444444444,0.9512875199876386,0.8836038748219704,0.0009138130050019239,1.0,0.001825957426361059,0.6523240450042067,525.5894,,ok,
abu-beach-1,abu,kernel_rx,True,22500,19,0.0008444444444444444,0.9759340636186348,0.03778025248050505,0.0033783783783783786,1.0,0.006734006734006735,2.807244012998126,649.946917,,ok,
abu-beach-1,abu,crd,True,22500,19,0.0008444444444444444,0.9863323180510326,0.6288465192055195,0.0035230854811793065,1.0,0.007021433850702143,104.54101354799786,1106.816159,,ok,
abu-beach-1,abu,fused,True,22500,19,0.0008444444444444444,0.9495878390875101,0.8245129601391451,0.0008838442573382332,1.0,0.0017661275329986987,1.0473163799979375,525.680543,ace+rx+spatial,ok,
abu-beach-2,abu,global_rx,True,10000,202,0.0202,0.9106483137597288,0.11886129790771088,0.1125,0.9801980198019802,0.20183486238532108,0.13296099699800834,62.747382,,ok,
abu-beach-2,abu,local_rx,True,10000,202,0.0202,0.9206480813421208,0.3063618096405597,0.04129301355578728,0.9801980198019802,0.07924754852911749,0.3168093099957332,233.836752,,ok,
abu-beach-2,abu,kernel_rx,True,10000,202,0.0202,0.9137025842816981,0.09713785890120812,0.11813842482100238,0.9801980198019802,0.2108626198083067,1.4744766980002169,312.774463,,ok,
abu-beach-2,abu,crd,True,10000,202,0.0202,0.9065408377947408,0.12995139247533394,0.08619939050936004,0.9801980198019802,0.15846338535414164,44.39803876099904,1061.585731,,ok,
abu-beach-2,abu,fused,True,10000,202,0.0202,0.9409042863869976,0.39060651808098995,0.0631780472239949,0.9801980198019802,0.11870503597122302,0.5647090200000093,233.877765,ace+rx+spatial,ok,
abu-beach-3,abu,global_rx,True,10000,11,0.0011,0.9998543852783517,0.9392879847425302,0.4230769230769231,1.0,0.5945945945945945,0.07643343500240007,61.101668,,ok,
abu-beach-3,abu,local_rx,True,10000,11,0.0011,0.9999271926391758,0.9563820018365474,0.6111111111111112,1.0,0.7586206896551725,0.3517508290024125,233.836286,,ok,
abu-beach-3,abu,kernel_rx,True,10000,11,0.0011,0.9874589320980351,0.533043375600186,0.01800327332242226,1.0,0.03536977491961415,1.4735501840041252,311.934463,,ok,
abu-beach-3,abu,crd,True,10000,11,0.0011,0.9998816880386607,0.9393939393939394,0.5,1.0,0.6666666666666666,43.637271628002054,1045.468995,,ok,
abu-beach-3,abu,fused,True,10000,11,0.0011,0.999990899079897,0.9924242424242424,0.9166666666666666,1.0,0.9565217391304348,0.5191534910045448,233.87733,ace+rx+spatial,ok,
abu-beach-4,abu,global_rx,True,22500,68,0.003022222222222222,0.9540854189393304,0.3301783803613565,0.012124502352515382,0.9852941176470589,0.023954236682159454,0.10492498700477881,73.992563,,ok,
abu-beach-4,abu,local_rx,True,22500,68,0.003022222222222222,0.9513549446169338,0.496252197432065,0.003746574959458704,0.9852941176470589,0.007464765194139602,0.6072755350032821,525.582209,,ok,
abu-beach-4,abu,kernel_rx,True,22500,68,0.003022222222222222,0.9706216696735754,0.3241551443483622,0.013502619911326078,0.9852941176470589,0.026640159045725646,2.0776678740003263,618.298873,,ok,
abu-beach-4,abu,crd,True,22500,68,0.003022222222222222,0.971797117563145,0.6151099910168764,0.011797851734460293,0.9852941176470589,0.023316512963285196,67.40656935900188,970.491607,,ok,
abu-beach-4,abu,fused,True,22500,68,0.003022222222222222,0.9439774193379207,0.3652394314537386,0.004384529808258622,0.9852941176470589,0.008730210437162031,0.9101112589996774,525.67297,ace+rx+spatial,ok,
abu-urban-1,abu,global_rx,True,10000,67,0.0067,0.9906906121762074,0.4243933459807631,0.11036789297658862,0.9850746268656716,0.19849624060150378,0.0962732469997718,66.372278,,ok,
abu-urban-1,abu,local_rx,True,10000,67,0.0067,0.9375772902326183,0.1561943464325059,0.02059282371294852,0.9850746268656716,0.04034229828850856,0.31021231400518445,233.837436,,ok,
abu-urban-1,abu,kernel_rx,True,10000,67,0.0067,0.987173014420498,0.6136390789628617,0.08270676691729323,0.9850746268656716,0.15260115606936417,1.3560810630006017,314.622373,,ok,
abu-urban-1,abu,crd,True,10000,67,0.0067,0.99360641672339,0.6517034616554702,0.17277486910994763,0.9850746268656716,0.29398663697104677,44.830822058000194,1077.289363,,ok,
abu-urban-1,abu,fused,True,10000,67,0.0067,0.9773136732525833,0.3672261459726126,0.03626373626373627,0.9850746268656716,0.0699523052464229,0.6068845369954943,233.87859,ace+rx+spatial,ok,
abu-urban-2,abu,global_rx,True,10000,155,0.0155,0.9945539736889528,0.7548839081494195,0.33260869565217394,0.9870967741935484,0.4975609756097562,0.11995793600362958,67.361894,,ok,
abu-urban-2,abu,local_rx,True,10000,155,0.0155,0.8244368354658496,0.14646072897022303,0.024991779020059193,0.9806451612903225,0.04874138207471541,0.3261720919981599,233.837734,,ok,
abu-urban-2,abu,kernel_rx,True,10000,155,0.0155,0.9912161077343993,0.6589192337909209,0.36982968369829683,0.9806451612903225,0.5371024734982333,1.482302536998759,315.126417,,ok,
abu-urban-2,abu,crd,True,10000,155,0.0155,0.9810088631858319,0.5127874970585151,0.15307150050352467,0.9806451612903225,0.2648083623693379,49.23739887600095,1072.142603,,ok,
abu-urban-2,abu,fused,True,10000,155,0.0155,0.8617772243975164,0.22525923420219804,0.029185867895545316,0.9806451612903225,0.05668469140406489,0.5813818060050835,233.878818,ace+rx+spatial,ok,
abu-urban-3,abu,global_rx,True,10000,52,0.0052,0.952053563143732,0.06464397193777423,0.02430886558627264,0.9807692307692307,0.04744186046511628,0.11374862199591007,62.088934,,ok,
abu-urban-3,abu,local_rx,True,10000,52,0.0052,0.9820972905261204,0.33715952197259186,0.037444933920704845,0.9807692307692307,0.07213578500707213,0.2999327979996451,233.836344,,ok,
abu-urban-3,abu,kernel_rx,True,10000,52,0.0052,0.9630975302341406,0.06867317919966066,0.04847908745247148,0.9807692307692307,0.09239130434782608,1.3892465709941462,312.438373,,ok,
abu-urban-3,abu,crd,True,10000,52,0.0052,0.9738621601558876,0.18224862964266647,0.03529411764705882,0.9807692307692307,0.06813627254509018,44.29430728699663,1054.787547,,ok,
abu-urban-3,abu,fused,True,10000,52,0.0052,0.9674770344251646,0.17252959742607066,0.025796661608497723,0.9807692307692307,0.050271069492360765,0.6407402109980467,233.87746,ace+rx+spatial,ok,
abu-urban-4,abu,global_rx,True,10000,272,0.0272,0.9887483673568113,0.6564087074016693,0.3545816733067729,0.9816176470588235,0.5209756097560976,0.10179781800252385,66.702102,,ok,
abu-urban-4,abu,local_rx,True,10000,272,0.0272,0.9592406092782508,0.4193820181095179,0.12108843537414966,0.9816176470588235,0.21558336697618088,0.3126312690001214,233.837668,,ok,
abu-urban-4,abu,kernel_rx,True,10000,272,0.0272,0.9904233383320433,0.680142754404663,0.44873949579831934,0.9816176470588235,0.615916955017301,1.4842764150016592,314.790419,,ok,
abu-urban-4,abu,crd,True,10000,272,0.0272,0.9824967044794892,0.6269491563935595,0.25452812202097236,0.9816176470588235,0.40423921271763813,49.42163961199549,1075.60373,,ok,
abu-urban-4,abu,fused,True,10000,272,0.0272,0.9335723971434792,0.3233158487785215,0.11578490893321769,0.9816176470588235,0.20713731574864236,0.6515805529998033,233.878631,ace+rx+spatial,ok,
abu-urban-5,abu,global_rx,True,10000,232,0.0232,0.9691890656330311,0.3417342040442779,0.17391304347826086,0.9827586206896551,0.29552819183408946,0.18335318699973868,66.702102,,ok,
abu-urban-5,abu,local_rx,True,10000,232,0.0232,0.9041574882092125,0.21575644188556617,0.044592215920203404,0.9827586206896551,0.0853133769878391,0.29309992300113663,233.837474,,ok,
abu-urban-5,abu,kernel_rx,True,10000,232,0.0232,0.9644555409641616,0.300118676735226,0.09616195698017714,0.9827586206896551,0.17518248175182483,1.3899424039991572,314.790371,,ok,
abu-urban-5,abu,crd,True,10000,232,0.0232,0.9714005002259314,0.4077314721918905,0.1233098972417523,0.9827586206896551,0.21912542047092748,62.24383769799897,1075.603739,,ok,
abu-urban-5,abu,fused,True,10000,232,0.0232,0.902770349699229,0.14824956657927046,0.05692883895131086,0.9827586206896551,0.10762331838565022,0.694981854998332,233.878632,ace+rx+spatial,ok,
hydice_urban_anomaly,hydice,global_rx,True,8000,21,0.002625,0.9857244313943149,0.21938553214403583,0.022364217252396165,1.0,0.04375,0.059682876999431755,45.610262,,ok,
hydice_urban_anomaly,hydice,local_rx,True,8000,21,0.002625,0.9976306853108458,0.523672480666098,0.17647058823529413,1.0,0.3,0.29351728999608895,187.140794,,ok,
hydice_urban_anomaly,hydice,kernel_rx,True,8000,21,0.002625,0.9451357432307426,0.6043339227082911,0.003870254330998894,1.0,0.007710666421883605,1.1027550699946005,256.084419,,ok,
hydice_urban_anomaly,hydice,crd,True,8000,21,0.002625,0.997463579992719,0.6585748694009456,0.1044776119402985,1.0,0.18918918918918917,48.58720747500047,1019.661314,,ok,
